Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP598/2025-2026/234073,"NOC,Site Plan",Pending,62.15,False,True,44.15,Construction of Shed at Village Manderwa near Guga Maddi GP Vikrambag Executive Agency BDO Nahan,Issues found on site,
WS/MP598/2025-2026/234074,"Site Plan,NOC,Utilization Cert",Pending,40.58,False,False,71.6,Installation of Community Handpump near House of Sh. Lal Singh and others at village Sainwala Mubarikpur,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP598/2025-2026/234075,"NOC,Utilization Cert,Site Plan",Pending,77.99,False,False,69.22,Construction of Bridge Parachin Baowdi in Link Road Jamta to Sherli Kotab and Ghadat GP Nauni Executive Agency BDO Nahan,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP598/2025-2026/234076,"Utilization Cert,NOC",Pending,64.47,False,False,17.01,Repair of Drinking Water Well at Village Mehtawal GP Haripur Khol Executive Agency BDO Paonta Sahib,Standard inspection passed,
WS/MP598/2025-2026/234077,"Site Plan,NOC",Pending,67.87,False,False,82.76,Construction of Path from Main Road Palhori River to SC Basti NEar Shiv Mandir GP Palhori Executive Agency BDO Paonta Sahib,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP598/2025-2026/234078,"Site Plan,NOC",Pending,79.13,False,False,78.97,Construction of Pucca Path Near House of Prakash Bansal at Bhandariwala Bridge Village Kheri GP trilokpur Executive Agency BDO Nahan,Issues found on site,"Weather delays, Vendor issues"
WS/MP598/2025-2026/234079,"NOC,Utilization Cert",Received,65.27,False,False,28.16,"Construction of Well for Drinking Water near House of Ram Singh, Mahinder Singh and others SC Basti Village Dhaun GP Rama Dhaun Executive Agency BDO Nahan",Standard inspection passed,
WS/MP598/2025-2026/234080,Site Plan,Not_Required,90.74,False,False,72.86,Construction of Pucca Path NEri to Shamshan Ghat Neri GP Neri Executive Agency BDO Tutu,Issues found on site,
WS/MP598/2025-2026/234082,Site Plan,Received,79.52,False,False,52.44,Construction of Ambulance Road kunva Khala to HSC Pashmi GP Gwali Executive Agency BDO Shillai (as per Recommendation of Sh. Baldev Tomar Ex. MLA Shillai),Standard inspection passed,"Weather delays, Vendor issues"
WS/MP598/2025-2026/234097,NOC,Pending,94.52,False,False,58.97,repair of Link Road Village Papdana GP Lana Bhalta Executive Agency BDO Pachhad,Standard inspection passed,
WS/MP18023/2025-2026/234121,Site Plan,Received,52.9,False,False,36.85,"Construction of Community hall near Bhageswari Anchalik Saradio Durga Mandir , Bamunigaon , Boko.",Standard inspection passed,
WS/MP453/2025-2026/234122,Site Plan,Not_Required,67.26,False,False,8.45,"Construction of Community Centre at Sunki Village, Sunki GP, Pottangi Block",Issues found on site,
WS/MP453/2025-2026/234123,"Utilization Cert,Site Plan,NOC",Not_Required,46.77,False,False,68.82,"Construction of CC Road from NH to Sankupadu of Sunki Village, Sunki GP, Pottangi Block",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP453/2025-2026/234124,NOC,Pending,42.59,False,False,18.41,"Construction of CC Road at Petapadu Village, Ralegada GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234125,"Site Plan,Utilization Cert",Pending,75.42,False,False,95.98,"Construction of CC Road from Ralegada Paidi house to Dora Street of Ralegada Village, Ralegada GP, Pottangi Block",Issues found on site,"Weather delays, Vendor issues"
WS/MP453/2025-2026/234126,"Site Plan,Utilization Cert",Pending,67.55,False,False,88.47,"Construction of Sadar Mandap at Pangiguda Village, Chandaka GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234127,"Site Plan,NOC",Received,67.71,False,False,76.19,"Construction of CC Road at Baraja Village, Chandaka GP, Pottangi Block",Issues found on site,
WS/MP453/2025-2026/234138,"NOC,Utilization Cert",Not_Required,99.86,False,False,30.96,"Construction of CC Road at Harijan Street of Badaphatu Village, Pukali GP, Pottangi Block",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP453/2025-2026/234139,"Utilization Cert,NOC,Site Plan",Not_Required,90.68,False,False,96.88,"Construction of CC Road at Maliguda Gadaba Street of Maliguda Village, Pukali GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234140,"Site Plan,Utilization Cert,NOC",Received,84.64,False,False,57.85,"Construction of CC Road at Salapguda Somanath House to Majhi House of Salapguda village, Deopottangi GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234141,"Utilization Cert,NOC,Site Plan",Pending,58.78,False,False,30.7,"Construction of CC Road at Upper Dakriguda Village, Deopottangi GP, Pottangi Block",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP453/2025-2026/234142,Utilization Cert,Not_Required,95.88,False,False,52.93,"Construction of Sadar Mandap repair at Maliguda Jaysen Street of Maliput Village, Maliput GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234143,Site Plan,Pending,78.72,False,False,79.46,"Construction of CC Road at Sindei village, Maliput GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234145,"Utilization Cert,NOC",Not_Required,93.55,False,False,39.86,"Construction of CC Road at Masani Road of Village Panasguda, Sambai GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234146,Site Plan,Received,43.71,False,False,4.49,"Construction of Drain at Badagaon Babula house to Tala Street of Badagaon Village, Pottangi GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234147,"Site Plan,NOC,Utilization Cert",Pending,52.25,False,False,80.59,"Construction of Drain at Badliguda Bata house to Community Centre of Badliguda Village, Pottangi GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234149,Site Plan,Pending,98.22,False,False,29.99,"Construction of Spring base water supply at Rana Sing Village, Nuagaon GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234150,NOC,Received,59.2,False,False,97.01,"Construction of CC Road at Talakanti Village, Kotiya GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234151,"NOC,Utilization Cert",Pending,76.25,False,False,42.43,"Construction of CC Road at Madkar Village, Kotiya GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234152,"Site Plan,Utilization Cert",Received,97.99,False,False,96.16,"Construction of Play Ground at Gongeipadar Village, Gangarajpur GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234153,NOC,Received,85.65,False,False,62.89,"Construction of Field Channel at Gangamaguda Village, Gangarajpur GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234154,Utilization Cert,Not_Required,58.07,False,False,29.05,"Construction of Protection wall at Mandalguda Moshani of Mandalguda Village, Sambai GP, Pottangi Block",Standard inspection passed,
WS/MP453/2025-2026/234155,"Utilization Cert,Site Plan,NOC",Received,42.48,False,False,24.58,"Construction of CC Road at Phulguda Village of Sambai GP, Pottangi Block",Standard inspection passed,
WS/MP552/2025-2026/234156,"NOC,Site Plan,Utilization Cert",Not_Required,91.03,False,True,19.01,Motihari Zila Atithi grih parisar me Sabhagar ka nirman Karya.(Part-1),Standard inspection passed,
WS/MP552/2025-2026/234157,Utilization Cert,Not_Required,51.25,False,False,36.32,Motihari Zila Atithi grih parisar me Sabhagar ka nirman Karya. (Part-2),Standard inspection passed,
WS/MP18131/2025-2026/234161,NOC,Not_Required,66.45,False,False,36.07,Gravel and asphalting of Amdos Mahatmaphulenagar road in Malvan taluka (backward class work) FY 2024-25,Standard inspection passed,
WS/MP18035/2025-2026/234163,"Utilization Cert,NOC,Site Plan",Pending,52.01,False,False,77.23,Work at S No 01construction of 400 feet PCC from near Arun Singh mill in Kinjar village to Ganga Sagar Singh garden Assembly constituency Kurtha Block Karpi Kinjar,Standard inspection passed,
WS/MP18035/2025-2026/234165,"Site Plan,Utilization Cert",Pending,88.55,False,False,73.37,Work at S No 02 installing of hand pump near Mantu Chandravanshi house Assembly constituency Kurtha Block Karpi Kinjar Panchayat,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18131/2025-2026/234166,"Site Plan,NOC",Not_Required,66.44,False,True,80.03,To plan tap water from Gandhinagar Khalchiwadi borewell. Taluka Kankavli FY 2024-25,Standard inspection passed,
WS/MP18035/2025-2026/234169,Site Plan,Received,82.08,False,False,19.94,construction work of stairs in Pond Near Surya Mandir in Village Mehdipur under Mandil Panchayat Jehanabad Nagar Parishad,Standard inspection passed,
WS/MP18035/2026-2027/234170,Site Plan,Pending,49.83,False,False,39.74,Work at S No 04 construction of 300 feet PCC and drain in Block Ratni Faridpur Panchayat Noawan from Amarendra Sharma door to Shyaram Sharma house,Standard inspection passed,
WS/MP607/2025-2026/234171,"Utilization Cert,Site Plan,NOC",Received,49.58,False,False,67.91,"Installation of Deep Boring near the house of Hussain Mian in Village Jamugaria, Panchayat Jamugaria, Block Amrapara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/234172,NOC,Not_Required,70.21,False,False,24.89,"Construction of Paved Drain (Pakki Nali) at Road corner in Village Bara Paharpur, Panchayat Jamugaria, Block Amrapara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/234173,Utilization Cert,Pending,98.96,False,False,17.31,"Installation of Deep Boring in Lova Tolla near the house of Thomas Murmu in Village Bohara, Panchayat Bohara, Block Amrapara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP499/2025-2026/234174,Utilization Cert,Received,62.69,False,False,55.3,"Installation of 03 Nos High Mast Light at i) Village- Ningha, Plot No - 1559, J.L. No- 174, Near Bus Stand and Auro ali House, ii) Village - Hatpara, Plot- 314, J.L. No- 166, Near Play Ground and Mejeeda Bibi, iii)Village- Anatapur, Plot. No - 156, J.L. No - 172 Near Bijali Mal house, Under Hansan I No GP, Rampurhat II Panchayat Samity, Executive Agency - Prodhan Hansan I No GP.",Standard inspection passed,
WS/MP499/2025-2026/234175,"Utilization Cert,NOC,Site Plan",Pending,91.55,False,False,75.55,"Instalation of High Mast Light Suri Police Station, Suri I No Panchayat Samity, Executive Agency - E.O Suri I Panchayat Samity.",Standard inspection passed,
WS/MP499/2025-2026/234177,"Site Plan,NOC",Not_Required,94.13,False,False,90.78,"Construction of P.C.C Road at Chetuni Math Para from House Harun Sk towords house Anil Mondal, J.L No- 104, Mouja - Batail, Plot No - 315,303,310, GP- Dokhalbati, Rampurhat I Block, Executive Agency - E.O Rampurhat I No Panchayat Samity.",Issues found on site,
WS/MP499/2025-2026/234178,Utilization Cert,Pending,64.67,False,False,18.5,"Construction Of Box Bridge, Mouza - Shimuldihi, J.L No-148, Plot - 1360, Loba G.P, Dubrajpur Block, Executive Agency - Prodhan Loba G.P",Standard inspection passed,
WS/MP499/2025-2026/234180,NOC,Received,65.56,False,False,98.72,"Instalation of High Mast Light, Vill- Koura, Kharun GP, RPH - I, Executive Agency - Kharun GP",Issues found on site,
WS/MP607/2025-2026/234181,Utilization Cert,Received,73.07,False,False,45.66,"Installation of Deep Boring in Dungri Tolla in Village Jadaki, Panchayat Jadaki, Block Amrapara, Dist. Pakur",Issues found on site,
WS/MP607/2025-2026/234182,"Site Plan,Utilization Cert",Pending,42.57,False,False,27.38,"Installation of Deep Boring in Manjhi Tolla in Village Ambajoda, Panchayat Parerkola, Block Amrapara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/234183,"NOC,Utilization Cert,Site Plan",Pending,71.25,False,False,40.71,"Installation of Deep Boring in Village Moriyo, Panchayat Singarsi, Block Amrapara, Dist. Pakur",Standard inspection passed,
WS/MP607/2025-2026/234185,"Site Plan,NOC,Utilization Cert",Pending,98.88,False,False,40.9,"Construction of Guard-wall for Road safety in Village Bardaha, Panchayat Pachuwada, Block Amrapara, Dist. Pakur",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18076/2025-2026/234190,"Utilization Cert,Site Plan,NOC",Received,50.79,False,False,66.33,"Installation of fixed garden gym equipment at Park,  Celebrity Classic layout, Doddathoguru, Electronic City Phase 1, Bangalore  10, Bangalore South Taluk, Bangalore Urban District, Karnaraka State.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP323/2025-2026/234193,NOC,Received,86.5,False,False,10.28,"Junagadh District,Maliya Hatina Taluka,Sukhpur Village,CC road work on the road from Kana Devdas farm to Hamir Merag farm in Sukhpur village",Standard inspection passed,
WS/MP323/2025-2026/234205,"Site Plan,Utilization Cert",Pending,76.24,False,False,4.94,"Junagadh District,Mangrol Taluka,Chotili Virdi Village,Paver block work on the road from Mandabhai Dayabhai Khambhala house to Bhaveshbhai Lakhabhai Garchar farm in Chotili Virdi village (ST)",Standard inspection passed,
WS/MP323/2025-2026/234206,"Utilization Cert,Site Plan,NOC",Not_Required,59.13,False,False,51.49,"Junagadh District,Mangrol Taluka,lambora Village,Paver block work on the road from Mukeshbhai Karabhai Wala shop to Meramanbhai Arjanbhai farm in Lambora village",Issues found on site,"Weather delays, Vendor issues"
WS/MP18337/2025-2026/234210,"Utilization Cert,Site Plan,NOC",Not_Required,58.59,False,False,55.32,KIZHAKKUMURI ROAD RENOVATION AT CHELAKKARA GP WARD 19,Standard inspection passed,
WS/MP18041/2025-2026/234211,Site Plan,Not_Required,79.46,False,False,18.68,"Purnia Purv Prakhand Antargat Panchayat Rampur, Ward No. 08, Prabhat Kumar ke Ghar ke Age Mahaldar Tola me ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.",Standard inspection passed,
WS/MP18041/2025-2026/234212,"Utilization Cert,NOC",Pending,77.14,False,True,0.05,Purnia Purv Prakhand Antargat Panchayat Bhoga Kariyat Ward N. 02 Jiyagachhi Mandal Tola ke Rahul kumar das ke ghar ke samne ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234213,"NOC,Utilization Cert,Site Plan",Not_Required,83.01,False,False,14.73,Kodha prakhand antrgat panchayat babanganj ke ward n 10 me durga sthan mandir ken ikat ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234215,Utilization Cert,Pending,94.05,False,False,41.16,Kodha prkhand antrgat panchayat makdumpur ke najra chauk ward n 03 me ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234216,"Utilization Cert,NOC",Not_Required,90.57,False,False,95.73,Jalalgadh prkhnd antrgat dimiya panchayat ke ward n 11 aewm 12 kamalpur chauk par ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18041/2025-2026/234217,"Utilization Cert,Site Plan,NOC",Received,49.26,False,False,60.95,Jalalgadh prkhand antrgat aekmba panchayat ke ward n 07 khata hat chauk par ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18041/2025-2026/234218,"Utilization Cert,NOC,Site Plan",Pending,68.32,False,False,29.26,Jalalgadh prkhand antrgat hansi begampur panchayat ke ward n 07 begampur hatiya par ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234219,"NOC,Utilization Cert,Site Plan",Pending,75.79,False,False,91.78,Jalalgaadh prkhnd antrgat ramdeli panchayat ke ward n 04 aewm ward n 05 nisara chauk par ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234220,"Utilization Cert,Site Plan,NOC",Not_Required,76.34,False,False,22.05,Jalalgadh prkhand ke sarsauni panchayat ke ward n 08 me gidarmari chauk par ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234221,NOC,Received,58.32,False,False,45.38,Banmankhi prkhand antrgat mahrajganj 1 panchayat ke ward n 12 manjrahi hina market me ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234222,"NOC,Site Plan,Utilization Cert",Pending,55.77,False,False,72.54,Banmankhi prkhand antrgat pipra panchayat ke ward n 10 pipra chauk (niyar durga mandir aur uchch vidhyalay) par ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234224,"Site Plan,NOC",Pending,86.12,False,False,97.49,"Banmankhi prkhnd antrgat ajdaani jakerul ulum madarasa bela badan, ward n 13 post pipra me ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18041/2025-2026/234225,Site Plan,Not_Required,90.43,False,False,74.93,Banmankhi prkhnd antrgat koshi sharan dewottar panchayat ke ward n 09 me Lakshmi sthan (Lakshmi mandir) ke nikat ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18041/2025-2026/234227,Utilization Cert,Received,81.36,False,False,42.22,b. Kothi Prkhand Mulakiya Panchayat ke Sahsol Gaon ke Ward No. 04 men ek adad 15-meter unchain wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
WS/MP18041/2025-2026/234229,"NOC,Site Plan,Utilization Cert",Not_Required,53.47,False,False,83.37,K Nagar Prakhand ke Panchayat Bela Rikabganj Ward N. 15 ke jheel tola football maidan mein ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai,Standard inspection passed,
WS/MP18041/2025-2026/234230,"Site Plan,NOC",Received,69.02,False,False,17.64,K Nagar Prakhand ke Panchayat Bela Rikabganj Ward N. 02 Balughat naka chowk par mein ek adad 15-meter unchai wale L.E.D. high mask light adhishthapit karne ki anusansha ki jati hai.,Standard inspection passed,
